"","day","month","year","w10"
"1840",14,1,1996,13.2086419737889
"1841",15,1,1996,13.6086419745
"1842",16,1,1996,14.3938271599
"1843",17,1,1996,15.8777777782444
"1844",18,1,1996,18.2160493838444
"1845",19,1,1996,19.4802469156222
"1846",20,1,1996,20.7543209901889
"1847",21,1,1996,22.1888888924444
"1848",22,1,1996,21.9543209914444
"1849",23,1,1996,23.0925925962111
"1850",24,1,1996,23.4753086458111
"1851",25,1,1996,20.3481481513778
"1852",26,1,1996,18.1962962993444
"1853",27,1,1996,16.2283950649667
"1854",28,1,1996,14.9345679042889
"1855",29,1,1996,13.0518518538778
"1856",30,1,1996,11.2000000009667
"1857",31,1,1996,9.38148148171111
"1858",1,2,1996,9.15925925813333
"1859",2,2,1996,11.4962962963778
"1860",3,2,1996,11.9037037033111
"1861",4,2,1996,12.5851851838778
"1862",5,2,1996,12.7209876536111
"1863",6,2,1996,13.3197530864
"1864",7,2,1996,13.2320987652778
"1865",8,2,1996,11.8938271592111
"1866",9,2,1996,12.3765432095556
"1867",10,2,1996,12.2234567898444
"1868",11,2,1996,9.94814814904444
"1869",12,2,1996,7.49135802693333
"1870",13,2,1996,4.40617284052222
"1871",14,2,1996,4.07901234791111
"1872",15,2,1996,3.36049382855556
"1873",16,2,1996,5.10123456918889
"1874",17,2,1996,8.22222222367778
"1875",18,2,1996,10.2469135815889
"1876",19,2,1996,11.8000000007
"1877",20,2,1996,11.0604938261556
"1878",21,2,1996,11.2604938264
"1879",22,2,1996,13.8432098746556
"1880",23,2,1996,15.0209876511444
"1881",24,2,1996,17.2814814791444
"1882",25,2,1996,18.0580246885778
"1883",26,2,1996,16.72222222
"1884",27,2,1996,14.9987654297444
"1885",28,2,1996,13.2975308610778
"1886",29,2,1996,13.4703703672889
"1887",1,3,1996,14.3975308618556
"1888",2,3,1996,16.3888888890444
"1889",3,3,1996,17.6382716053444
"1890",4,3,1996,18.6728395066444
"1891",5,3,1996,19.8950617298222
"1892",6,3,1996,18.9358024702
"1893",7,3,1996,18.3135802483667
"1894",8,3,1996,19.9407407427889
"1895",9,3,1996,20.6728395083333
"1896",10,3,1996,21.3814814846111
"1897",11,3,1996,20.6086419775333
"1898",12,3,1996,19.1259259272778
"1899",13,3,1996,15.6111111107111
"1900",14,3,1996,15.7049382716111
"1901",15,3,1996,15.5395061732222
"1902",16,3,1996,14.7654320986556
"1903",17,3,1996,14.2160493826111
"1904",18,3,1996,14.3814814816667
"1905",19,3,1996,15.1543209887333
"1906",20,3,1996,16.4197530881444
"1907",21,3,1996,16.7530864211333
"1908",22,3,1996,16.8098765447667
"1909",23,3,1996,14.1283950636
"1910",24,3,1996,9.48533950597778
"1911",25,3,1996,3.82978394818889
"1912",26,3,1996,1.60138888567778
"1913",27,3,1996,0.507561725044444
"1914",28,3,1996,-0.581327164322223
"1915",29,3,1996,-1.69737654744444
"1916",30,3,1996,-2.16280864741111
"1917",31,3,1996,-4.30972222864445
"1918",1,4,1996,-5.74182099497778
"1919",2,4,1996,-8.37021605612222
"1920",3,4,1996,-6.68996914135556
"1921",4,4,1996,1.21358024486667
"1922",5,4,1996,6.68518518452222
"1923",6,4,1996,4.6641975292
"1924",7,4,1996,4.65679012254444
"1925",8,4,1996,5.06790123405556
"1926",9,4,1996,4.23333333205556
"1927",10,4,1996,4.19135802383333
"1928",11,4,1996,6.25308641941111
"1929",12,4,1996,6.29135802477778
"1930",13,4,1996,9.637037038
"1931",14,4,1996,10.7641975307556
"1932",15,4,1996,7.40493827035556
"1933",16,4,1996,4.00864197571111
"1934",17,4,1996,4.26296296568889
"1935",18,4,1996,3.6222222246
"1936",19,4,1996,3.6185185203
"1937",20,4,1996,4.27283950842222
"1938",21,4,1996,2.44320987841111
"1939",22,4,1996,0.125925927244444
"1940",23,4,1996,-0.339506171522222
"1941",24,4,1996,-1.35308641872222
"1942",25,4,1996,-1.80864197326667
"1943",26,4,1996,0.293827162566667
"1944",27,4,1996,2.61358024694444
"1945",28,4,1996,5.84567901005556
"1946",29,4,1996,6.98395061442222
"1947",30,4,1996,7.62716049087778
"1948",1,5,1996,8.17283950278889
"1949",2,5,1996,9.14197530545556
"1950",3,5,1996,9.32716049078889
"1951",4,5,1996,9.03950616998889
"1952",5,5,1996,8.0197530836
"1953",6,5,1996,7.5938271571
"1954",7,5,1996,5.81481481131111
"1955",8,5,1996,5.40370370034444
"1956",9,5,1996,4.78641975103333
"1957",10,5,1996,4.63456789923333
"1958",11,5,1996,3.81481481274444
"1959",12,5,1996,2.25185184988889
"1960",13,5,1996,0.698765430033333
"1961",14,5,1996,1.00617283702222
"1962",15,5,1996,0.422222219644444
"1963",16,5,1996,0.716049379722222
"1964",17,5,1996,0.256790120255555
"1965",18,5,1996,-0.602469138366667
"1966",19,5,1996,-1.6543209895
"1967",20,5,1996,-2.71358024894444
"1968",21,5,1996,-3.57037037222222
"1969",22,5,1996,-2.91111111261111
"1970",23,5,1996,-2.00740740835556
"1971",24,5,1996,-1.11728395107778
"1972",25,5,1996,-0.397530864033333
"1973",26,5,1996,0.920987654633333
"1974",27,5,1996,0.450617284966667
"1975",28,5,1996,0.281481482944445
"1976",29,5,1996,1.32962963061111
"1977",30,5,1996,2.36172839556667
"1978",31,5,1996,1.93827160642222
"1979",1,6,1996,1.15185185456667
"1980",2,6,1996,0.153086422677778
"1981",3,6,1996,-0.418518515922222
"1982",4,6,1996,-0.453086417388889
"1983",5,6,1996,-1.14197530614444
"1984",6,6,1996,-2.5740740716
"1985",7,6,1996,-2.59382715811111
"1986",8,6,1996,-1.89259259007778
"1987",9,6,1996,-1.49629629362222
"1988",10,6,1996,-2.34567900972222
"1989",11,6,1996,-1.69876543046667
"1990",12,6,1996,-0.656790122755556
"1991",13,6,1996,-0.161728394288889
"1992",14,6,1996,-0.123456789388889
"1993",15,6,1996,0.0580246918333332
"1994",16,6,1996,0.756790123622222
"1995",17,6,1996,2.49012345665556
"1996",18,6,1996,2.39753086414444
"1997",19,6,1996,0.565432098433333
"1998",20,6,1996,-0.514814814866667
"1999",21,6,1996,-1.60123456798889
"2000",22,6,1996,-1.66296296274444
"2001",23,6,1996,-1.74074074055556
"2002",24,6,1996,-2.05925925908889
"2003",25,6,1996,-2.1555555554
"2004",26,6,1996,-2.58641975288889
"2005",27,6,1996,-4.0432098763
"2006",28,6,1996,-6.71481481347778
"2007",29,6,1996,-7.04197530708889
"2008",30,6,1996,-5.84567901064444
"2009",1,7,1996,-4.69135802345556
"2010",2,7,1996,-3.38518518391111
"2011",3,7,1996,-4.11234567691111
"2012",4,7,1996,-4.28024691131111
"2013",5,7,1996,-3.65925925727778
"2014",6,7,1996,-2.57037036805556
"2015",7,7,1996,-1.07037036732222
"2016",8,7,1996,1.57160494147778
"2017",9,7,1996,4.85802469332222
"2018",10,7,1996,2.04444444475556
"2019",11,7,1996,-1.05925925944444
"2020",12,7,1996,-2.54197530824444
"2021",13,7,1996,-2.53456790072222
"2022",14,7,1996,-3.36666666587778
"2023",15,7,1996,-3.25555555487778
"2024",16,7,1996,-3.67530864132222
"2025",17,7,1996,-4.419753086
"2026",18,7,1996,-5.73827160542222
"2027",19,7,1996,-8.49382716134444
"2028",20,7,1996,-11.3320987655778
"2029",21,7,1996,-10.2679012322222
"2030",22,7,1996,-7.33333333
"2031",23,7,1996,-6.04074073803333
"2032",24,7,1996,-5.74938271353333
"2033",25,7,1996,-3.85308641824444
"2034",26,7,1996,-4.01604938104444
"2035",27,7,1996,-4.99012345504444
"2036",28,7,1996,-5.3641975293
"2037",29,7,1996,-5.06666666495556
"2038",30,7,1996,-4.51481481286667
"2039",31,7,1996,-3.00246913436667
"2040",1,8,1996,-0.537037037033333
"2041",2,8,1996,0.269135801888889
"2042",3,8,1996,0.414814813866667
"2043",4,8,1996,0.303703702755556
"2044",5,8,1996,1.48148148035556
"2045",6,8,1996,2.91975308531111
"2046",7,8,1996,4.18518518392222
"2047",8,8,1996,5.60370370258889
"2048",9,8,1996,5.27037036926667
"2049",10,8,1996,4.89012345561111
"2050",11,8,1996,4.71975308518889
"2051",12,8,1996,5.50370370212222
"2052",13,8,1996,5.85185184958889
"2053",14,8,1996,5.1185185171
"2054",15,8,1996,4.87901234444444
"2055",16,8,1996,3.72962962832222
"2056",17,8,1996,2.43086419551111
"2057",18,8,1996,2.77530863961111
"2058",19,8,1996,2.23827160221111
"2059",20,8,1996,2.27901234291111
"2060",21,8,1996,2.47777777525556
"2061",22,8,1996,2.78641975058889
"2062",23,8,1996,2.54444444163333
"2063",24,8,1996,2.82839505863333
"2064",25,8,1996,3.26049382352222
"2065",26,8,1996,5.03209876041111
"2066",27,8,1996,5.46049382194444
"2067",28,8,1996,5.98641974835556
"2068",29,8,1996,5.0308641932
"2069",30,8,1996,4.80370370037778
"2070",31,8,1996,4.72222221896667
"2071",1,9,1996,3.90246913258889
"2072",2,9,1996,3.10987654023333
"2073",3,9,1996,1.75432098558889
"2074",4,9,1996,-2.99629629852222
"2075",5,9,1996,-5.04444444663333
"2076",6,9,1996,-6.52962963021111
"2077",7,9,1996,-6.38888888995556
"2078",8,9,1996,-6.96419753192222
"2079",9,9,1996,-7.74074074092222
"2080",10,9,1996,-8.81975308728889
"2081",11,9,1996,-8.36790123543333
"2082",12,9,1996,-6.54074074253333
"2083",13,9,1996,-5.66172839751111
"2084",14,9,1996,-3.96790123793333
"2085",15,9,1996,-0.116049385244444
"2086",16,9,1996,3.08271604655556
"2087",17,9,1996,5.08518518258889
"2088",18,9,1996,6.16913579967778
"2089",19,9,1996,7.35925925538889
"2090",20,9,1996,9.49382715606667
"2091",21,9,1996,9.46419752645556
"2092",22,9,1996,9.09382715566667
"2093",23,9,1996,9.86296295835556
"2094",24,9,1996,11.0975308594889
"2095",25,9,1996,14.5259259233889
"2096",26,9,1996,17.5037037027556
"2097",27,9,1996,19.3185185187556
"2098",28,9,1996,19.9358024701778
"2099",29,9,1996,19.5320987669889
"2100",30,9,1996,20.2543209901556
"2101",1,10,1996,20.8419753104333
"2102",2,10,1996,22.6493827170333
"2103",3,10,1996,22.7703703716778
"2104",4,10,1996,21.3049382730444
"2105",5,10,1996,19.2432098789111
"2106",6,10,1996,13.3259259268333
"2107",7,10,1996,9.71975308626667
"2108",8,10,1996,7.0999999988
"2109",9,10,1996,6.34444444022222
"2110",10,10,1996,7.25432098252222
"2111",11,10,1996,6.37654320445556
"2112",12,10,1996,5.11728394534444
"2113",13,10,1996,5.45802468718889
"2114",14,10,1996,6.02716048953333
"2115",15,10,1996,6.00370369988889
"2116",16,10,1996,6.77407407004444
"2117",17,10,1996,9.39382715617778
"2118",18,10,1996,11.4024691312444
"2119",19,10,1996,11.6530864149444
"2120",20,10,1996,11.9901234516444
"2121",21,10,1996,12.8123456749556
"2122",22,10,1996,15.6419753054889
"2123",23,10,1996,17.8592592571222
"2124",24,10,1996,18.9419753063222
"2125",25,10,1996,20.0790123441667
"2126",26,10,1996,19.5641975288556
"2127",27,10,1996,18.7382716031
"2128",28,10,1996,18.923456789
"2129",29,10,1996,18.7283950610333
"2130",30,10,1996,19.0555555554444
"2131",31,10,1996,18.6234567922222
"2132",1,11,1996,17.6382716071444
"2133",2,11,1996,15.3098765445333
"2134",3,11,1996,14.5765432100333
"2135",4,11,1996,13.8888888890667
"2136",5,11,1996,12.9358024684444
"2137",6,11,1996,14.1382716036
"2138",7,11,1996,15.7296296268
"2139",8,11,1996,16.6382716024111
"2140",9,11,1996,15.6382716017333
"2141",10,11,1996,13.8950617258
"2142",11,11,1996,12.2135802441222
"2143",12,11,1996,11.1469135770444
"2144",13,11,1996,10.2555555524444
"2145",14,11,1996,9.09629629391111
"2146",15,11,1996,8.91728394818889
"2147",16,11,1996,9.66913580052222
"2148",17,11,1996,9.59012345492222
"2149",18,11,1996,9.59999999913333
"2150",19,11,1996,8.99999999773333
"2151",20,11,1996,10.6617283923556
"2152",21,11,1996,13.2888888851222
"2153",22,11,1996,15.4209876500333
"2154",23,11,1996,14.1370370334778
"2155",24,11,1996,14.2456790092333
"2156",25,11,1996,14.4864197492778
"2157",26,11,1996,14.5135802437444
"2158",27,11,1996,14.3700617235694
"2159",28,11,1996,14.6441357973694
"2160",29,11,1996,14.2762345621583
"2161",30,11,1996,12.7256172789917
"2162",1,12,1996,12.8774691322694
"2163",2,12,1996,11.6527777743472
"2164",3,12,1996,10.7861111080361
"2165",4,12,1996,12.1984567864139
"2166",5,12,1996,13.9095678970472
"2167",6,12,1996,15.7466049353583
"2168",7,12,1996,14.0033950588917
"2169",8,12,1996,12.2320987643778
"2170",9,12,1996,11.5876543211444
"2171",10,12,1996,12.7876543225111
"2172",11,12,1996,14.3135802479
"2173",12,12,1996,14.1444444444778
"2174",13,12,1996,15.3234567903222
"2175",14,12,1996,14.7222222228111
"2176",15,12,1996,13.9691358032667
"2177",16,12,1996,12.2061728397222
"2178",17,12,1996,11.5037037035
"2179",18,12,1996,12.8567901232444
"2180",19,12,1996,14.2123456781111
"2181",20,12,1996,15.3975308633222
"2182",21,12,1996,13.4962962953222
"2183",22,12,1996,13.1074074064889
"2184",23,12,1996,11.9481481479333
"2185",24,12,1996,11.1086419756
"2186",25,12,1996,11.7185185187667
"2187",26,12,1996,12.9802469143444
"2188",27,12,1996,14.2839506191
"2189",28,12,1996,13.3975308651556
"2190",29,12,1996,11.8703703701667
"2191",30,12,1996,12.4777777785333
"2192",31,12,1996,11.8444444448444
"2193",1,1,1997,13.8864197533444
"2194",2,1,1997,13.8679012354111
"2195",3,1,1997,13.4765432101222
"2196",4,1,1997,13.4209876537222
"2197",5,1,1997,14.0567901234333
"2198",6,1,1997,14.2395061726556
"2199",7,1,1997,14.3728395049444
"2200",8,1,1997,14.9604938268778
"2201",9,1,1997,16.7839506171778
"2202",10,1,1997,18.7222222229444
"2203",11,1,1997,19.2938271611444
"2204",12,1,1997,18.5530864200667
"2205",13,1,1997,17.9604938271778
"2206",14,1,1997,19.3580246922111
"2207",15,1,1997,20.9135802491111
"2208",16,1,1997,21.3308642000333
"2209",17,1,1997,21.5382716069889
"2210",18,1,1997,21.7037037060333
"2211",19,1,1997,20.2530864217556
"2212",20,1,1997,19.6395061743444
"2213",21,1,1997,16.1432098766444
"2214",22,1,1997,16.2345679020667
"2215",23,1,1997,17.5592592613889
"2216",24,1,1997,20.2753086455
"2217",25,1,1997,21.0012345712556
"2218",26,1,1997,20.6407407431222
"2219",27,1,1997,19.5864197539222
"2220",28,1,1997,19.4827160494333
"2221",29,1,1997,19.0135802468778
"2222",30,1,1997,19.2135802472333
"2223",31,1,1997,18.3049382727222
"2224",1,2,1997,18.2185185197222
"2225",2,2,1997,17.7000000003889
"2226",3,2,1997,16.3061728386667
"2227",4,2,1997,13.8888888860222
"2228",5,2,1997,11.4493827128333
"2229",6,2,1997,12.1444444408667
"2230",7,2,1997,14.3469135787111
"2231",8,2,1997,15.0827160492444
"2232",9,2,1997,15.0555555553333
"2233",10,2,1997,14.0851851839333
"2234",11,2,1997,15.9296296275333
"2235",12,2,1997,18.9790123445444
"2236",13,2,1997,21.0160493832444
"2237",14,2,1997,21.5716049393111
"2238",15,2,1997,21.5938271626222
"2239",16,2,1997,22.9913580266444
"2240",17,2,1997,21.2567901256889
"2241",18,2,1997,19.1469135815444
"2242",19,2,1997,15.1938271609444
"2243",20,2,1997,11.1172839523667
"2244",21,2,1997,11.9172839525667
"2245",22,2,1997,9.83333333582222
"2246",23,2,1997,7.49506173
"2247",24,2,1997,5.18641975296667
"2248",25,2,1997,4.59629629543333
"2249",26,2,1997,4.95185185006667
"2250",27,2,1997,6.26049382578889
"2251",28,2,1997,7.93703703532222
"2252",1,3,1997,8.91604938124445
"2253",2,3,1997,13.1999999992444
"2254",3,3,1997,18.2580246900111
"2255",4,3,1997,19.9481481474556
"2256",5,3,1997,21.3481481481556
"2257",6,3,1997,19.9962962960444
"2258",7,3,1997,16.7530864193444
"2259",8,3,1997,14.0716049377667
"2260",9,3,1997,14.6370370376333
"2261",10,3,1997,12.7456790117667
"2262",11,3,1997,9.94567901214445
"2263",12,3,1997,7.05185185133333
"2264",13,3,1997,4.7259259245
"2265",14,3,1997,3.83456789934444
"2266",15,3,1997,2.37777777567778
"2267",16,3,1997,2.14814814572222
"2268",17,3,1997,4.82592592458889
"2269",18,3,1997,9.73333333352222
"2270",19,3,1997,14.6913580264889
"2271",20,3,1997,14.2666666673444
"2272",21,3,1997,13.9333333344667
"2273",22,3,1997,15.3925925934667
"2274",23,3,1997,14.0234567900778
"2275",24,3,1997,12.8629629635222
"2276",25,3,1997,11.7938271611333
"2277",26,3,1997,11.1629629639
"2278",27,3,1997,11.3753086431556
"2279",28,3,1997,9.40740740817778
"2280",29,3,1997,6.99259259254444
"2281",30,3,1997,3.63950617134444
"2282",31,3,1997,3.17407407321111
"2283",1,4,1997,3.83333333341111
"2284",2,4,1997,2.756790124
"2285",3,4,1997,3.87901234672222
"2286",4,4,1997,2.39259259476667
"2287",5,4,1997,0.206172843288889
"2288",6,4,1997,0.632098769
"2289",7,4,1997,0.0148148183333333
"2290",8,4,1997,0.965432101211111
"2291",9,4,1997,1.77530864314444
"2292",10,4,1997,1.93580247048889
"2293",11,4,1997,2.38641975458889
"2294",12,4,1997,2.06049382815556
"2295",13,4,1997,0.927160494577778
"2296",14,4,1997,0.820987654888889
"2297",15,4,1997,3.1962962954
"2298",16,4,1997,5.50740740454444
"2299",17,4,1997,5.58024691031111
"2300",18,4,1997,6.37037036664444
"2301",19,4,1997,5.32839505871111
"2302",20,4,1997,4.87160493593333
"2303",21,4,1997,7.45925925842222
"2304",22,4,1997,7.21975308562222
"2305",23,4,1997,7.06172839454444
"2306",24,4,1997,7.81234567817778
"2307",25,4,1997,5.73086419615556
"2308",26,4,1997,2.74320987501111
"2309",27,4,1997,0.845679011055556
"2310",28,4,1997,0.533333332366667
"2311",29,4,1997,-1.36172839547778
"2312",30,4,1997,-2.46543209946667
"2313",1,5,1997,-4.81851851953333
"2314",2,5,1997,-8.75185185471111
"2315",3,5,1997,-9.71234568193333
"2316",4,5,1997,-9.87037037336667
"2317",5,5,1997,-9.51481481727778
"2318",6,5,1997,-6.83703703905556
"2319",7,5,1997,-4.45555555691111
"2320",8,5,1997,-3.30864197636667
"2321",9,5,1997,-2.81111111245556
"2322",10,5,1997,-1.2617283965
"2323",11,5,1997,0.0888888874888888
"2324",12,5,1997,2.17901234463333
"2325",13,5,1997,3.71358024667778
"2326",14,5,1997,5.26666666654444
"2327",15,5,1997,5.22222222125556
"2328",16,5,1997,5.78271604741111
"2329",17,5,1997,7.43827160186667
"2330",18,5,1997,9.06419752626667
"2331",19,5,1997,8.77777777334444
"2332",20,5,1997,7.97530863756667
"2333",21,5,1997,8.46172839054444
"2334",22,5,1997,5.16049382292222
"2335",23,5,1997,1.73333332802222
"2336",24,5,1997,-0.0530864256222222
"2337",25,5,1997,-2.88765432657778
"2338",26,5,1997,-3.90370370863333
"2339",27,5,1997,-4.26666667045556
"2340",28,5,1997,-5.26419753354444
"2341",29,5,1997,-6.33086419853333
"2342",30,5,1997,-5.09135802554444
"2343",31,5,1997,-3.25679012374444
"2344",1,6,1997,-3.87160493922222
"2345",2,6,1997,-0.4629629643
"2346",3,6,1997,3.12098765467778
"2347",4,6,1997,5.31851851924444
"2348",5,6,1997,7.23950617231111
"2349",6,6,1997,7.0654320976
"2350",7,6,1997,1.50864197264444
"2351",8,6,1997,-1.36049382965556
"2352",9,6,1997,-3.56666667007778
"2353",10,6,1997,-4.71604938635556
"2354",11,6,1997,-6.2419753126
"2355",12,6,1997,-6.89876543551111
"2356",13,6,1997,-6.27777778192222
"2357",14,6,1997,-8.29012346225556
"2358",15,6,1997,-12.5098765495444
"2359",16,6,1997,-17.6543209951111
"2360",17,6,1997,-19.5975308718444
"2361",18,6,1997,-14.5987654381667
"2362",19,6,1997,-10.6654321041667
"2363",20,6,1997,-8.61481481997778
"2364",21,6,1997,-8.48148148724444
"2365",22,6,1997,-8.88024691945555
"2366",23,6,1997,-7.44814815356667
"2367",24,6,1997,-8.81358025131111
"2368",25,6,1997,-7.23209876874444
"2369",26,6,1997,-5.52592592874444
"2370",27,6,1997,-3.41604938393333
"2371",28,6,1997,-3.17283950766667
"2372",29,6,1997,-5.67530864448889
"2373",30,6,1997,-9.5493827197
"2374",1,7,1997,-10.8728395100667
"2375",2,7,1997,-11.6543209913111
"2376",3,7,1997,-12.2716049421444
"2377",4,7,1997,-16.0925925975444
"2378",5,7,1997,-15.6358024743
"2379",6,7,1997,-14.7111111155111
"2380",7,7,1997,-12.3851851894667
"2381",8,7,1997,-9.8395061779
"2382",9,7,1997,-6.84074074491111
"2383",10,7,1997,-4.93209876906667
"2384",11,7,1997,-2.01111111411111
"2385",12,7,1997,0.0456790093
"2386",13,7,1997,0.245679008655556
"2387",14,7,1997,-1.72469136195556
"2388",15,7,1997,0.507407404388889
"2389",16,7,1997,0.4024691331
"2390",17,7,1997,-2.14814815186667
"2391",18,7,1997,-3.82222222627778
"2392",19,7,1997,-0.720987656688888
"2393",20,7,1997,1.06790123277778
"2394",21,7,1997,3.07654320807778
"2395",22,7,1997,2.18641975128889
"2396",23,7,1997,0.823456788855556
"2397",24,7,1997,2.67037036986667
"2398",25,7,1997,5.92098765401111
"2399",26,7,1997,5.69753086297778
"2400",27,7,1997,4.58518518374444
"2401",28,7,1997,4.96296296168889
"2402",29,7,1997,4.66419752967778
"2403",30,7,1997,-0.602469138055556
"2404",31,7,1997,-3.31975308921111
"2405",1,8,1997,-1.61111111283333
"2406",2,8,1997,0.0777777764777776
"2407",3,8,1997,3.09753086237778
"2408",4,8,1997,0.8654320979
"2409",5,8,1997,0.550617284066667
"2410",6,8,1997,2.85679012482222
"2411",7,8,1997,5.7679012353
"2412",8,8,1997,8.07407407448889
"2413",9,8,1997,8.73209876668889
"2414",10,8,1997,10.0209876559667
"2415",11,8,1997,8.95925926085556
"2416",12,8,1997,5.88518518607778
"2417",13,8,1997,6.07901234676667
"2418",14,8,1997,4.58271605007778
"2419",15,8,1997,5.69382716052222
"2420",16,8,1997,7.203703703
"2421",17,8,1997,4.8530864185
"2422",18,8,1997,2.5148148134
"2423",19,8,1997,2.27777777662222
"2424",20,8,1997,3.30617283715556
"2425",21,8,1997,5.7259259237
"2426",22,8,1997,9.48518518366667
"2427",23,8,1997,11.8135802462444
"2428",24,8,1997,11.0037037026667
"2429",25,8,1997,9.38641975288889
"2430",26,8,1997,8.71234567838889
"2431",27,8,1997,7.22839506125556
"2432",28,8,1997,8.48765432044445
"2433",29,8,1997,10.3148148146333
"2434",30,8,1997,9.03827160502222
"2435",31,8,1997,9.37901234642222
"2436",1,9,1997,8.0876543217
"2437",2,9,1997,6.92716049401111
"2438",3,9,1997,5.43333333284444
"2439",4,9,1997,5.12222222127778
"2440",5,9,1997,6.95432098665556
"2441",6,9,1997,8.07530864095556
"2442",7,9,1997,9.290123455
"2443",8,9,1997,9.00617283748889
"2444",9,9,1997,8.94814814577778
"2445",10,9,1997,9.33456789992222
"2446",11,9,1997,6.92222222163333
"2447",12,9,1997,6.73209876492222
"2448",13,9,1997,6.31851851853333
"2449",14,9,1997,6.13827160445556
"2450",15,9,1997,5.67037037024445
"2451",16,9,1997,3.1320987653
"2452",17,9,1997,3.0987654319
"2453",18,9,1997,2.77777777812222
"2454",19,9,1997,3.24197530907778
"2455",20,9,1997,3.03950617414444
"2456",21,9,1997,4.7296296298
"2457",22,9,1997,6.31111111061111
"2458",23,9,1997,5.80246913493333
"2459",24,9,1997,5.55555555383333
"2460",25,9,1997,5.37901234357778
"2461",26,9,1997,7.00617283711111
"2462",27,9,1997,10.4209876515222
"2463",28,9,1997,10.8814814791
"2464",29,9,1997,11.1358024670556
"2465",30,9,1997,12.1604938260556
"2466",1,10,1997,15.4209876547333
"2467",2,10,1997,17.2444444450444
"2468",3,10,1997,19.6802469141889
"2469",4,10,1997,21.3648148139389
"2470",5,10,1997,20.3635802462611
"2471",6,10,1997,19.3524691366167
"2472",7,10,1997,17.7018518524833
"2473",8,10,1997,17.0895061726167
"2474",9,10,1997,16.8709876529833
"2475",10,10,1997,15.6783950600278
"2476",11,10,1997,13.8771604913611
"2477",12,10,1997,11.0351851812833
"2478",13,10,1997,10.7067901208833
"2479",14,10,1997,11.1873456769167
"2480",15,10,1997,10.2373456781889
"2481",16,10,1997,11.2929012344556
"2482",17,10,1997,12.5904320982333
"2483",18,10,1997,13.7558641973444
"2484",19,10,1997,14.7632716069889
"2485",20,10,1997,17.2756172872667
"2486",21,10,1997,19.2780864220667
"2487",22,10,1997,20.0324074085333
"2488",23,10,1997,19.4324074074111
"2489",24,10,1997,18.2941358010444
"2490",25,10,1997,15.8481481463222
"2491",26,10,1997,16.6814814806111
"2492",27,10,1997,17.2765432070778
"2493",28,10,1997,17.4320987618111
"2494",29,10,1997,18.9222222181
"2495",30,10,1997,19.1123456746889
"2496",31,10,1997,19.9024691325889
"2497",1,11,1997,19.9370370356778
"2498",2,11,1997,20.2728395051444
"2499",3,11,1997,22.6555555561444
"2500",4,11,1997,23.5777777793333
"2501",5,11,1997,25.6493827168667
"2502",6,11,1997,23.7753086408889
"2503",7,11,1997,23.5259259263111
"2504",8,11,1997,23.9469135805556
"2505",9,11,1997,22.0592592600222
"2506",10,11,1997,20.0864197528111
"2507",11,11,1997,16.9913580229556
"2508",12,11,1997,17.8703703690222
"2509",13,11,1997,16.2481481477556
"2510",14,11,1997,10.9802469119111
"2511",15,11,1997,7.30123456524444
"2512",16,11,1997,4.6888888864
"2513",17,11,1997,8.59259259243333
"2514",18,11,1997,10.4320987663444
"2515",19,11,1997,11.1703703722
"2516",20,11,1997,11.7382716055222
"2517",21,11,1997,11.3358024698333
"2518",22,11,1997,12.1074074086667
"2519",23,11,1997,10.4999999996
"2520",24,11,1997,12.9308641973667
"2521",25,11,1997,17.7234567913889
"2522",26,11,1997,19.7530864205444
"2523",27,11,1997,20.8259259266444
"2524",28,11,1997,19.0246913576444
"2525",29,11,1997,17.0012345666444
"2526",30,11,1997,15.583950615
"2527",1,12,1997,15.2456790112889
"2528",2,12,1997,16.4790123443444
"2529",3,12,1997,13.7753086404
"2530",4,12,1997,9.97314814533333
"2531",5,12,1997,6.68055555293333
"2532",6,12,1997,3.47438271306667
"2533",7,12,1997,3.34845678704444
"2534",8,12,1997,3.35216049107778
"2535",9,12,1997,2.43240740491111
"2536",10,12,1997,4.12746913304444
"2537",11,12,1997,5.49783950348889
"2538",12,12,1997,5.7743827132
"2539",13,12,1997,5.77561728098889
"2540",14,12,1997,5.10154320685556
"2541",15,12,1997,5.29382716053333
"2542",16,12,1997,5.15895061664167
"2543",17,12,1997,7.25771604865278
"2544",18,12,1997,8.05895061631944
"2545",19,12,1997,7.75277777656389
"2546",20,12,1997,5.42932098554167
"2547",21,12,1997,5.19969135648611
"2548",22,12,1997,5.07376543090833
"2549",23,12,1997,5.78364197474167
"2550",24,12,1997,4.919444444475
"2551",25,12,1997,7.67253086391945
"2552",26,12,1997,11.0157407393639
"2553",27,12,1997,11.8765432081111
"2554",28,12,1997,10.4086419725444
"2555",29,12,1997,9.19012345546667
"2556",30,12,1997,9.36172839377778
"2557",31,12,1997,13.3432098763
"2558",1,1,1998,14.0000000003556
"2559",2,1,1998,16.0864197549556
"2560",3,1,1998,18.1345679041111
"2561",4,1,1998,19.5888888920444
"2562",5,1,1998,18.9493827196333
"2563",6,1,1998,16.9358024720556
"2564",7,1,1998,19.3753086449
"2565",8,1,1998,20.2790123492889
"2566",9,1,1998,20.7753086448667
"2567",10,1,1998,20.4308641998778
"2568",11,1,1998,18.6123456803778
"2569",12,1,1998,15.538271605
"2570",13,1,1998,12.4839506163556
"2571",14,1,1998,10.1950617266556
