spp,date,day,month,year,ccl,obs,area,geraci
Caretta caretta,28/11/2005,28,11,2005,56.5,,south,
Caretta caretta,28/11/2005,28,11,2005,56.5,,south,
Caretta caretta,28/11/2005,28,11,2005,71,,south,
Caretta caretta,28/11/2005,28,11,2005,63,,south,
Caretta caretta,28/11/2005,28,11,2005,57,,south,
Caretta caretta,28/11/2005,28,11,2005,66,,south,
Caretta caretta,28/11/2005,28,11,2005,85,,south,
Caretta caretta,28/11/2005,28,11,2005,63.5,,south,
Caretta caretta,28/11/2005,28,11,2005,61,,south,
Caretta caretta,28/11/2005,28,11,2005,64,,south,
Caretta caretta,28/11/2005,28,11,2005,57,,south,
Caretta caretta,28/11/2005,28,11,2005,78,,south,
Caretta caretta,28/11/2005,28,11,2005,,,south,
Chelonia mydas,28/11/2005,28,11,2005,54,,south,
Chelonia mydas,28/11/2005,28,11,2005,50,,south,
Chelonia mydas,28/11/2005,28,11,2005,37,,south,
Chelonia mydas,28/11/2005,28,11,2005,36.4,,south,
Chelonia mydas,28/11/2005,28,11,2005,39,,south,
Caretta caretta,28/11/2005,28,11,2005,60,,south,
Chelonia mydas,28/11/2005,28,11,2005,44,,south,
Caretta caretta,28/11/2005,28,11,2005,76.5,,south,
Caretta caretta,28/11/2005,28,11,2005,82.5,,south,
Caretta caretta,28/11/2005,28,11,2005,68,,south,
Chelonia mydas,28/11/2005,28,11,2005,46,,south,
Caretta caretta,28/11/2005,28,11,2005,80,,south,
Caretta caretta,28/11/2005,28,11,2005,87.5,,south,
Caretta caretta,28/11/2005,28,11,2005,60,,south,
Caretta caretta,28/11/2005,28,11,2005,73,,south,
Caretta caretta,28/11/2005,28,11,2005,62,,south,
Caretta caretta,28/11/2005,28,11,2005,58.5,,south,
Caretta caretta,28/11/2005,28,11,2005,62.5,,south,
Caretta caretta,28/11/2005,28,11,2005,63,,south,
Caretta caretta,28/11/2005,28,11,2005,53,,south,
Chelonia mydas,28/11/2005,28,11,2005,55,,south,
Caretta caretta,28/11/2005,28,11,2005,86,,south,
Caretta caretta,28/11/2005,28,11,2005,81,,south,
Chelonia mydas,28/11/2005,28,11,2005,53,,south,
Chelonia mydas,28/11/2005,28,11,2005,34,,south,
Chelonia mydas,28/11/2005,28,11,2005,38,,south,
Chelonia mydas,28/11/2005,28,11,2005,33.5,,south,
Chelonia mydas,28/11/2005,28,11,2005,38,,south,
Caretta caretta,28/11/2005,28,11,2005,86,,south,
Caretta caretta,28/11/2005,28,11,2005,71,,south,
Chelonia mydas,28/11/2005,28,11,2005,43,com epibiontes e algas,south,
Caretta caretta,28/11/2005,28,11,2005,73,,south,
Caretta caretta,28/11/2005,28,11,2005,59.5,,south,
Caretta caretta,28/11/2005,28,11,2005,58.5,,south,
Chelonia mydas,28/11/2005,28,11,2005,38,,south,
Chelonia mydas,28/11/2005,28,11,2005,39,,south,
Caretta caretta,28/11/2005,28,11,2005,,,south,
Caretta caretta,28/11/2005,28,11,2005,58,,south,
Chelonia mydas,26/12/2005,26,12,2005,40.5,,south,
Chelonia mydas,26/12/2005,26,12,2005,39,,south,
Chelonia mydas,26/12/2005,26,12,2005,52.5,,south,
Chelonia mydas,26/12/2005,26,12,2005,46,,south,
Chelonia mydas,26/12/2005,26,12,2005,51,,south,
Chelonia mydas,26/12/2005,26,12,2005,37,,south,
Chelonia mydas,26/12/2005,26,12,2005,50,,south,
Chelonia mydas,26/12/2005,26,12,2005,39,,south,
Caretta caretta,26/12/2005,26,12,2005,55,,south,
Caretta caretta,26/12/2005,26,12,2005,63,,south,
Caretta caretta,26/12/2005,26,12,2005,64,,south,
Caretta caretta,26/12/2005,26,12,2005,,,south,
Caretta caretta,26/12/2005,26,12,2005,73,,south,
Caretta caretta,26/12/2005,26,12,2005,62,,south,
Chelonia mydas,26/12/2005,26,12,2005,35,,south,
Chelonia mydas,26/12/2005,26,12,2005,53,,south,
Chelonia mydas,26/12/2005,26,12,2005,41,,south,
Caretta caretta,26/12/2005,26,12,2005,,,south,
Caretta caretta,26/12/2005,26,12,2005,53,,south,
Caretta caretta,26/12/2005,26,12,2005,,,south,
Caretta caretta,26/12/2005,26,12,2005,95,,south,
Caretta caretta,26/12/2005,26,12,2005,67,,south,
Caretta caretta,26/12/2005,26,12,2005,77,,south,
Chelonia mydas,26/12/2005,26,12,2005,43,,south,
Chelonia mydas,26/12/2005,26,12,2005,33,,south,
Chelonia mydas,26/12/2005,26,12,2005,37,,south,
Chelonia mydas,26/12/2005,26,12,2005,37,,south,
Chelonia mydas,26/12/2005,26,12,2005,39,,south,
Caretta caretta,26/12/2005,26,12,2005,57,,south,
Caretta caretta,26/12/2005,26,12,2005,52,,south,
Caretta caretta,26/12/2005,26,12,2005,65,,south,
Caretta caretta,26/12/2005,26,12,2005,65,,south,
Caretta caretta,26/12/2005,26,12,2005,91,,south,
Caretta caretta,26/12/2005,26,12,2005,,,south,
Caretta caretta,26/12/2005,26,12,2005,63,,south,
Caretta caretta,26/12/2005,26,12,2005,99,,south,
Caretta caretta,26/12/2005,26,12,2005,,,south,
Chelonia mydas,26/12/2005,26,12,2005,38,,south,
Chelonia mydas,26/12/2005,26,12,2005,39,,south,
Chelonia mydas,26/12/2005,26,12,2005,40.5,,south,
Chelonia mydas,26/12/2005,26,12,2005,40,,south,
Chelonia mydas,26/12/2005,26,12,2005,44,,south,
Chelonia mydas,26/12/2005,26,12,2005,38,,south,
Caretta caretta,26/12/2005,26,12,2005,,,south,
Caretta caretta,26/12/2005,26,12,2005,54,,south,
Caretta caretta,26/12/2005,26,12,2005,,,south,
Chelonia mydas,26/12/2005,26,12,2005,39,,south,
Chelonia mydas,26/12/2005,26,12,2005,36.5,,south,
Chelonia mydas,26/12/2005,26,12,2005,42,,south,
Chelonia mydas,28/12/2005,28,12,2005,36,,south,
Chelonia mydas,28/12/2005,28,12,2005,51,,south,
Chelonia mydas,28/12/2005,28,12,2005,36.5,,south,
Chelonia mydas,28/12/2005,28,12,2005,,pequena,south,
Chelonia mydas,28/12/2005,28,12,2005,47,,south,
Chelonia mydas,28/12/2005,28,12,2005,42,,south,
Caretta caretta,28/12/2005,28,12,2005,,,south,
Caretta caretta,28/12/2005,28,12,2005,109,,south,
Caretta caretta,28/12/2005,28,12,2005,81,,south,
Caretta caretta,28/12/2005,28,12,2005,59,,south,
Caretta caretta,28/12/2005,28,12,2005,58,,south,
Caretta caretta,28/12/2005,28,12,2005,81,,south,
Caretta caretta,28/12/2005,28,12,2005,70,,south,
Caretta caretta,28/12/2005,28,12,2005,78,,south,
Caretta caretta,28/12/2005,28,12,2005,,,south,
Caretta caretta,28/12/2005,28,12,2005,,,south,
Caretta caretta,28/12/2005,28,12,2005,98,,south,
Caretta caretta,28/12/2005,28,12,2005,89,,south,
Caretta caretta,28/12/2005,28,12,2005,64,,south,
Caretta caretta,28/12/2005,28,12,2005,,,south,
Caretta caretta,28/12/2005,28,12,2005,63,,south,
Caretta caretta,28/12/2005,28,12,2005,,,south,
Caretta caretta,28/12/2005,28,12,2005,78,,south,
Chelonia mydas,28/12/2005,28,12,2005,35.5,,south,
Caretta caretta,28/12/2005,28,12,2005,66,,south,
Caretta caretta,28/12/2005,28,12,2005,78,,south,
Caretta caretta,28/12/2005,28,12,2005,61,,south,
Caretta caretta,28/12/2005,28,12,2005,52,,south,
Caretta caretta,28/12/2005,28,12,2005,,,south,
Caretta caretta,28/12/2005,28,12,2005,70.5,,south,
Caretta caretta,28/12/2005,28,12,2005,87.5,,south,
Caretta caretta,28/12/2005,28,12,2005,79,,south,
Caretta caretta,28/12/2005,28,12,2005,65,,south,
Caretta caretta,28/12/2005,28,12,2005,,Comprimento entre 80 e 90,south,
Chelonia mydas,28/12/2005,28,12,2005,,,south,
Caretta caretta,28/12/2005,28,12,2005,63,,south,
Chelonia mydas,28/12/2005,28,12,2005,38.5,,south,
Caretta caretta,28/12/2005,28,12,2005,55.5,,south,
Caretta caretta,28/12/2005,28,12,2005,60,,south,
Caretta caretta,28/12/2005,28,12,2005,72,,south,
Caretta caretta,28/12/2005,28,12,2005,59,,south,
Caretta caretta,28/12/2005,28,12,2005,63,,south,
Caretta caretta,28/12/2005,28,12,2005,79.5,,south,
Chelonia mydas,28/12/2005,28,12,2005,45.5,,south,
Chelonia mydas,28/12/2005,28,12,2005,39,,south,
Chelonia mydas,28/12/2005,28,12,2005,39,,south,
Chelonia mydas,28/12/2005,28,12,2005,,,south,
Caretta caretta,28/12/2005,28,12,2005,,,south,
Caretta caretta,28/12/2005,28,12,2005,,,south,
Caretta caretta,28/12/2005,28,12,2005,89,,south,
Caretta caretta,28/12/2005,28,12,2005,64,,south,
Caretta caretta,20/1/2006,20,1,2006,79,,south,
Caretta caretta,20/1/2006,20,1,2006,109.5,,south,
Caretta caretta,20/1/2006,20,1,2006,75,,south,
Chelonia mydas,20/1/2006,20,1,2006,42,,south,
Caretta caretta,20/1/2006,20,1,2006,70,,south,
Caretta caretta,20/1/2006,20,1,2006,,,south,
Caretta caretta,20/1/2006,20,1,2006,,,south,
Caretta caretta,20/1/2006,20,1,2006,,,south,
Caretta caretta,20/1/2006,20,1,2006,,,south,
Caretta caretta,20/1/2006,20,1,2006,,,south,
Caretta caretta,20/1/2006,20,1,2006,,,south,
Caretta caretta,20/1/2006,20,1,2006,,,south,
Caretta caretta,20/1/2006,20,1,2006,60,,south,
Caretta caretta,20/1/2006,20,1,2006,64,,south,
Caretta caretta,20/1/2006,20,1,2006,72,,south,
Caretta caretta,20/1/2006,20,1,2006,57,,south,
Caretta caretta,20/1/2006,20,1,2006,86,,south,
Chelonia mydas,20/1/2006,20,1,2006,,,south,
Caretta caretta,20/1/2006,20,1,2006,62,,south,
Chelonia mydas,20/1/2006,20,1,2006,,,south,
Chelonia mydas,20/1/2006,20,1,2006,39,,south,
Caretta caretta,20/1/2006,20,1,2006,69,,south,
Caretta caretta,20/1/2006,20,1,2006,60,,south,
Caretta caretta,20/1/2006,20,1,2006,,,south,
Caretta caretta,20/1/2006,20,1,2006,55,,south,
Chelonia mydas,20/1/2006,20,1,2006,43,,south,
Chelonia mydas,20/1/2006,20,1,2006,38,foto- presença de mexilh›es e algas,south,
Caretta caretta,20/1/2006,20,1,2006,,,south,
Chelonia mydas,20/1/2006,20,1,2006,,,south,
Caretta caretta,20/1/2006,20,1,2006,57,,south,
Caretta caretta,20/1/2006,20,1,2006,108,,south,
Caretta caretta,20/1/2006,20,1,2006,,,south,
Caretta caretta,20/1/2006,20,1,2006,,,south,
Caretta caretta,20/1/2006,20,1,2006,80,,south,
Caretta caretta,20/1/2006,20,1,2006,75,,south,
Caretta caretta,20/1/2006,20,1,2006,,,south,
Caretta caretta,20/1/2006,20,1,2006,68.5,,south,
Caretta caretta,20/1/2006,20,1,2006,87,,south,
Caretta caretta,20/1/2006,20,1,2006,59,,south,
Caretta caretta,20/1/2006,20,1,2006,,,south,
Caretta caretta,20/1/2006,20,1,2006,59,,south,
Caretta caretta,20/1/2006,20,1,2006,86.5,,south,
Caretta caretta,20/1/2006,20,1,2006,72,,south,
Caretta caretta,20/1/2006,20,1,2006,,,south,
Chelonia mydas,20/1/2006,20,1,2006,38.5,,south,
Chelonia mydas,20/1/2006,20,1,2006,48,,south,
Chelonia mydas,20/1/2006,20,1,2006,34,,south,
Chelonia mydas,20/1/2006,20,1,2006,35.5,,south,
Caretta caretta,20/1/2006,20,1,2006,61,,south,
Caretta caretta,20/1/2006,20,1,2006,84,,south,
Caretta caretta,20/1/2006,20,1,2006,,,south,
Caretta caretta,20/1/2006,20,1,2006,,,south,
Caretta caretta,20/1/2006,20,1,2006,87,,south,
Chelonia mydas,20/1/2006,20,1,2006,33,,south,
Caretta caretta,20/1/2006,20,1,2006,,,south,
Caretta caretta,20/1/2006,20,1,2006,,,south,
Caretta caretta,20/1/2006,20,1,2006,42,Foto,south,
Caretta caretta,20/1/2006,20,1,2006,61,,south,
Chelonia mydas,26/1/2006,26,1,2006,35,,south,
Chelonia mydas,26/1/2006,26,1,2006,43,,south,
Caretta caretta,26/1/2006,26,1,2006,60,,south,
Caretta caretta,26/1/2006,26,1,2006,79,,south,
Caretta caretta,26/1/2006,26,1,2006,86,,south,
Caretta caretta,26/1/2006,26,1,2006,,,south,
Caretta caretta,26/1/2006,26,1,2006,53.5,,south,
Caretta caretta,26/1/2006,26,1,2006,80,,south,
Caretta caretta,26/1/2006,26,1,2006,86,,south,
Caretta caretta,26/1/2006,26,1,2006,62.5,,south,
Caretta caretta,26/1/2006,26,1,2006,37.5,,south,
Caretta caretta,26/1/2006,26,1,2006,92.5,,south,
Caretta caretta,26/1/2006,26,1,2006,60.5,,south,
Caretta caretta,26/1/2006,26,1,2006,66.5,,south,
Chelonia mydas,26/1/2006,26,1,2006,39.5,,south,
Chelonia mydas,26/1/2006,26,1,2006,37.5,,south,
Chelonia mydas,26/1/2006,26,1,2006,39,,south,
Chelonia mydas,26/1/2006,26,1,2006,32,,south,
Caretta caretta,26/1/2006,26,1,2006,,,south,
Caretta caretta,26/1/2006,26,1,2006,93,fêmea,south,
Caretta caretta,26/1/2006,26,1,2006,,,south,
Caretta caretta,26/1/2006,26,1,2006,,,south,
Caretta caretta,26/1/2006,26,1,2006,89.5,,south,
Chelonia mydas,26/1/2006,26,1,2006,39.5,,south,
Chelonia mydas,26/1/2006,26,1,2006,37,,south,
Chelonia mydas,17/2/2006,17,2,2006,37.5,,south,
Chelonia mydas,17/2/2006,17,2,2006,,,south,
Caretta caretta,17/2/2006,17,2,2006,59,,south,
Caretta caretta,17/2/2006,17,2,2006,,,south,
Caretta caretta,17/2/2006,17,2,2006,101,,south,
Caretta caretta,17/2/2006,17,2,2006,69,,south,
Caretta caretta,17/2/2006,17,2,2006,70,,south,
Chelonia mydas,17/2/2006,17,2,2006,,,south,
Caretta caretta,17/2/2006,17,2,2006,82,,south,
Caretta caretta,17/2/2006,17,2,2006,,,south,
Caretta caretta,17/2/2006,17,2,2006,69,,south,
Caretta caretta,17/2/2006,17,2,2006,80,,south,
Caretta caretta,17/2/2006,17,2,2006,72,,south,
Caretta caretta,17/2/2006,17,2,2006,64,,south,
Caretta caretta,17/2/2006,17,2,2006,72,,south,
Caretta caretta,17/2/2006,17,2,2006,69,,south,
Caretta caretta,17/2/2006,17,2,2006,56,,south,
Caretta caretta,17/2/2006,17,2,2006,88,,south,
Caretta caretta,17/2/2006,17,2,2006,,,south,
Caretta caretta,17/2/2006,17,2,2006,66,,south,
Chelonia mydas,17/2/2006,17,2,2006,33,,south,
Caretta caretta,17/2/2006,17,2,2006,64,,south,
Caretta caretta,17/2/2006,17,2,2006,,,south,
Caretta caretta,17/2/2006,17,2,2006,70,,south,
Caretta caretta,17/2/2006,17,2,2006,68,,south,
Caretta caretta,17/2/2006,17,2,2006,56,,south,
Caretta caretta,17/2/2006,17,2,2006,73,,south,
Caretta caretta,17/2/2006,17,2,2006,,,south,
Caretta caretta,17/2/2006,17,2,2006,,,south,
Caretta caretta,17/2/2006,17,2,2006,68,,south,
Caretta caretta,17/2/2006,17,2,2006,,,south,
Caretta caretta,17/2/2006,17,2,2006,69,,south,
Caretta caretta,17/2/2006,17,2,2006,,,south,
Caretta caretta,17/2/2006,17,2,2006,61,,south,
Caretta caretta,17/2/2006,17,2,2006,,Encaminhada ao CRAM,south,
Caretta caretta,17/2/2006,17,2,2006,58,,south,
Caretta caretta,17/2/2006,17,2,2006,56,,south,
Caretta caretta,17/2/2006,17,2,2006,80,,south,
Caretta caretta,17/2/2006,17,2,2006,74,,south,
Caretta caretta,17/2/2006,17,2,2006,83,,south,
Chelonia mydas,17/2/2006,17,2,2006,46,,south,
Caretta caretta,17/2/2006,17,2,2006,,,south,
Caretta caretta,17/2/2006,17,2,2006,59,,south,
Caretta caretta,17/2/2006,17,2,2006,104,,south,
Caretta caretta,17/2/2006,17,2,2006,,,south,
Caretta caretta,17/2/2006,17,2,2006,62,,south,
Caretta caretta,17/2/2006,17,2,2006,70,,south,
Caretta caretta,17/2/2006,17,2,2006,,,south,
Caretta caretta,17/2/2006,17,2,2006,66,,south,
Caretta caretta,17/2/2006,17,2,2006,68,,south,
Caretta caretta,17/2/2006,17,2,2006,71,,south,
Caretta caretta,17/2/2006,17,2,2006,72,,south,
Caretta caretta,17/2/2006,17,2,2006,,,south,
Caretta caretta,17/2/2006,17,2,2006,65,,south,
Caretta caretta,17/2/2006,17,2,2006,83,,south,
Caretta caretta,17/2/2006,17,2,2006,,,south,
Caretta caretta,17/2/2006,17,2,2006,53,,south,
Caretta caretta,17/2/2006,17,2,2006,78,,south,
Chelonia mydas,17/2/2006,17,2,2006,42,,south,
Caretta caretta,17/2/2006,17,2,2006,58,,south,
Chelonia mydas,17/2/2006,17,2,2006,46,,south,
Chelonia mydas,18/2/2006,18,2,2006,38,Lixo. fios de nylon enrolado no pescoço e nadadeiras anteriores,south,
Chelonia mydas,18/2/2006,18,2,2006,39,,south,
Chelonia mydas,18/2/2006,18,2,2006,43,,south,
Caretta caretta,18/2/2006,18,2,2006,,,south,
Caretta caretta,18/2/2006,18,2,2006,,,south,
Caretta caretta,18/2/2006,18,2,2006,,,south,
Chelonia mydas,18/2/2006,18,2,2006,37,,south,
Caretta caretta,18/2/2006,18,2,2006,74,fotos,south,
Chelonia mydas,18/2/2006,18,2,2006,34,,south,
Chelonia mydas,18/2/2006,18,2,2006,36.5,Registrada na volta - Haviam 3 parelhas operando dentro das 3 milhas,south,
Chelonia mydas,18/2/2006,18,2,2006,35,Registrada na volta,south,
Chelonia mydas,18/2/2006,18,2,2006,34.5,Encontrada ao lado de pescadores que haviam rec_m despescado a rede de cabo (feiticeira) para tainha,south,
Chelonia mydas,18/2/2006,18,2,2006,,,south,
Chelonia mydas,18/2/2006,18,2,2006,38.5,,south,
Chelonia mydas,18/2/2006,18,2,2006,34,Registrada na volta,south,
Chelonia mydas,28/3/2006,28,3,2006,30.5,"Com lepas. desidratada, plastr‹o fundo",south,
Chelonia mydas,28/3/2006,28,3,2006,41.5,les›es em duas nadadeiras,south,
Caretta caretta,28/3/2006,28,3,2006,69,,south,
Chelonia mydas,28/3/2006,28,3,2006,40.5,,south,
Caretta caretta,28/3/2006,28,3,2006,97,,south,
Caretta caretta,28/3/2006,28,3,2006,,,south,
Caretta caretta,28/3/2006,28,3,2006,,,south,
Chelonia mydas,28/3/2006,28,3,2006,,,south,
Chelonia mydas,12/4/06,12,4,2006,30.5,com res’duo s—lido( com sacola de fitas nas nadadeiras),south,
Chelonia mydas,12/4/06,12,4,2006,33,,south,
Chelonia mydas,12/4/06,12,4,2006,34,,south,
Caretta caretta,12/4/06,12,4,2006,59,sem nadadeira anterior esquerda,south,
Caretta caretta,12/4/06,12,4,2006,63,,south,
Caretta caretta,12/4/06,12,4,2006,,,south,
Caretta caretta,12/4/06,12,4,2006,,,south,
Caretta caretta,12/4/06,12,4,2006,66,,south,
Caretta caretta,12/4/06,12,4,2006,95,,south,
Caretta caretta,12/4/06,12,4,2006,65,,south,
Caretta caretta,12/4/06,12,4,2006,74,,south,
Caretta caretta,12/4/06,12,4,2006,56,,south,
Caretta caretta,12/4/06,12,4,2006,70,,south,
Caretta caretta,12/4/06,12,4,2006,,,south,
Caretta caretta,12/4/06,12,4,2006,,,south,
Caretta caretta,12/4/06,12,4,2006,59,,south,
Caretta caretta,12/4/06,12,4,2006,74,,south,
Caretta caretta,12/4/06,12,4,2006,,,south,
Caretta caretta,12/4/06,12,4,2006,58,,south,
Caretta caretta,12/4/06,12,4,2006,95,,south,
Caretta caretta,12/4/06,12,4,2006,63,,south,
Caretta caretta,12/4/06,12,4,2006,61,,south,
Caretta caretta,12/4/06,12,4,2006,90,,south,
Caretta caretta,12/4/06,12,4,2006,54,,south,
Caretta caretta,12/4/06,12,4,2006,58,,south,
Caretta caretta,12/4/06,12,4,2006,,,south,
Caretta caretta,12/4/06,12,4,2006,,,south,
Caretta caretta,12/4/06,12,4,2006,,,south,
Caretta caretta,12/4/06,12,4,2006,,casco quebrado,south,
Caretta caretta,12/4/06,12,4,2006,,,south,
Caretta caretta,12/4/06,12,4,2006,83,,south,
Caretta caretta,12/4/06,12,4,2006,95,,south,
Caretta caretta,12/4/06,12,4,2006,,,south,
Caretta caretta,12/4/06,12,4,2006,84,,south,
Caretta caretta,12/4/06,12,4,2006,,,south,
Caretta caretta,12/4/06,12,4,2006,103,,south,
Caretta caretta,12/4/06,12,4,2006,49,,south,
Caretta caretta,12/4/06,12,4,2006,62,,south,
Caretta caretta,12/4/06,12,4,2006,,,south,
Caretta caretta,12/4/06,12,4,2006,,,south,
Caretta caretta,12/4/06,12,4,2006,,,south,
Caretta caretta,12/4/06,12,4,2006,60,,south,
Caretta caretta,12/4/06,12,4,2006,46,,south,
Caretta caretta,12/4/06,12,4,2006,52,,south,
Caretta caretta,12/4/06,12,4,2006,52,,south,
Chelonia mydas,12/4/06,12,4,2006,34,,south,
Chelonia mydas,12/4/06,12,4,2006,34,,south,
Chelonia mydas,12/4/06,12,4,2006,37,,south,
Caretta caretta,12/4/06,12,4,2006,,,south,
Chelonia mydas,12/4/06,12,4,2006,36,,south,
Caretta caretta,12/4/06,12,4,2006,71,,south,
Caretta caretta,12/4/06,12,4,2006,,,south,
Caretta caretta,12/4/06,12,4,2006,,,south,
Caretta caretta,12/4/06,12,4,2006,58,,south,
Caretta caretta,12/4/06,12,4,2006,,casco quebrado,south,
Caretta caretta,12/4/06,12,4,2006,65,,south,
Caretta caretta,12/4/06,12,4,2006,,,south,
Caretta caretta,12/4/06,12,4,2006,71,,south,
Caretta caretta,12/4/06,12,4,2006,90,,south,
Caretta caretta,12/4/06,12,4,2006,,,south,
Caretta caretta,12/4/06,12,4,2006,80,,south,
Caretta caretta,12/4/06,12,4,2006,,,south,
Caretta caretta,12/4/06,12,4,2006,,,south,
Caretta caretta,12/4/06,12,4,2006,82,,south,
Caretta caretta,12/4/06,12,4,2006,91,,south,
Chelonia mydas,12/4/06,12,4,2006,36,,south,
Caretta caretta,12/4/06,12,4,2006,88,,south,
Caretta caretta,12/4/06,12,4,2006,,,south,
Caretta caretta,12/4/06,12,4,2006,64,,south,
Chelonia mydas,12/4/06,12,4,2006,32,,south,
Caretta caretta,12/4/06,12,4,2006,100,,south,
Caretta caretta,12/4/06,12,4,2006,83,,south,
Caretta caretta,12/4/06,12,4,2006,46,,south,
Caretta caretta,25/4/2006,25,4,2006,81,,south,
Chelonia mydas,25/4/2006,25,4,2006,35,,south,
Chelonia mydas,25/4/2006,25,4,2006,31.5,,south,
Caretta caretta,25/4/2006,25,4,2006,76.5,,south,
Caretta caretta,25/4/2006,25,4,2006,,,south,
Caretta caretta,25/4/2006,25,4,2006,63,,south,
Caretta caretta,25/4/2006,25,4,2006,80,,south,
Caretta caretta,25/4/2006,25,4,2006,90,,south,
Caretta caretta,25/4/2006,25,4,2006,92,,south,
Caretta caretta,25/4/2006,25,4,2006,,,south,
Caretta caretta,25/4/2006,25,4,2006,91,,south,
Chelonia mydas,25/4/2006,25,4,2006,33,com lepas,south,
Caretta caretta,25/4/2006,25,4,2006,58,,south,
Caretta caretta,25/4/2006,25,4,2006,65,,south,
Caretta caretta,25/4/2006,25,4,2006,65,,south,
Caretta caretta,25/4/2006,25,4,2006,78.5,,south,
Caretta caretta,25/4/2006,25,4,2006,51.5,,south,
Caretta caretta,25/4/2006,25,4,2006,90.5,,south,
Chelonia mydas,17/5/2006,17,5,2006,42.5,,south,
Caretta caretta,17/5/2006,17,5,2006,62,,south,
Caretta caretta,17/5/2006,17,5,2006,,,south,
Chelonia mydas,27/5/2006,27,5,2006,40,,south,
Caretta caretta,27/5/2006,27,5,2006,61,,south,
Chelonia mydas,27/5/2006,27,5,2006,42,,south,
Caretta caretta,27/5/2006,27,5,2006,47,,south,
Caretta caretta,27/5/2006,27,5,2006,62,,south,
Caretta caretta,27/5/2006,27,5,2006,67,,south,
Caretta caretta,14/6/2006,14,6,2006,61,,south,
Chelonia mydas,29/6/2006,29,6,2006,,removida ao cram,south,
Chelonia mydas,29/6/2006,29,6,2006,39.5,,south,
Chelonia mydas,25/7/2006,25,7,2006,34,,south,
Chelonia mydas,16/8/2006,16,8,2006,42,com balanus,south,
Chelonia mydas,16/8/2006,16,8,2006,34,com algas e balanus,south,
Caretta caretta,25/8/2006,25,8,2006,49.5,,south,
Chelonia mydas,25/8/2006,25,8,2006,39.5,,south,
Chelonia mydas,18/9/2006,18,9,2006,36,,south,
Chelonia mydas,18/9/2006,18,9,2006,52,,south,
Chelonia mydas,18/9/2006,18,9,2006,50,,south,
Chelonia mydas,18/9/2006,18,9,2006,41,,south,
Chelonia mydas,18/9/2006,18,9,2006,41,,south,
Chelonia mydas,27/9/2006,27,9,2006,46,,south,
Chelonia mydas,9/10/06,9,10,2006,43,s— o casco,south,
Chelonia mydas,9/10/06,9,10,2006,45,,south,
Chelonia mydas,12/10/06,12,10,2006,,,south,
Chelonia mydas,12/10/06,12,10,2006,,,south,
Caretta caretta,12/10/06,12,10,2006,71,,south,
Chelonia mydas,12/10/06,12,10,2006,37.5,,south,
Chelonia mydas,12/10/06,12,10,2006,38,,south,
Chelonia mydas,12/10/06,12,10,2006,51,,south,
Caretta caretta,16/11/2006,16,11,2006,57,,south,
Caretta caretta,16/11/2006,16,11,2006,66,,south,
Chelonia mydas,16/11/2006,16,11,2006,54.5,morreu no mesmo dia,south,
Caretta caretta,16/11/2006,16,11,2006,80,,south,
Caretta caretta,16/11/2006,16,11,2006,88,fêmea,south,
Chelonia mydas,16/11/2006,16,11,2006,42,Com algas. hidrozo‡rios e cracas com 100% do plastr‹o coberto,south,
Chelonia mydas,16/11/2006,16,11,2006,35,Com algas e mexilh›es coletados. Foto com placa,south,
Chelonia mydas,16/11/2006,16,11,2006,41,Com epibiontes,south,
Chelonia mydas,16/11/2006,16,11,2006,38,,south,
Chelonia mydas,16/11/2006,16,11,2006,42,,south,
Caretta caretta,16/11/2006,16,11,2006,76,"Com hidrozo‡rios. balanus, mexilh‹o no casco. Plastr‹o com hidrozo‡rios",south,
Caretta caretta,16/11/2006,16,11,2006,77,,south,
Chelonia mydas,16/11/2006,16,11,2006,,Com chelonibia,south,
Chelonia mydas,16/11/2006,16,11,2006,40,,south,
Caretta caretta,22/11/2006,22,11,2006,69,,south,
Chelonia mydas,22/11/2006,22,11,2006,29,,south,
Chelonia mydas,22/11/2006,22,11,2006,38,,south,
Caretta caretta,22/11/2006,22,11,2006,65,Com muitas cracas,south,
Caretta caretta,22/11/2006,22,11,2006,71.5,,south,
Caretta caretta,22/11/2006,22,11,2006,75,,south,
Caretta caretta,22/11/2006,22,11,2006,66,,south,
Chelonia mydas,22/11/2006,22,11,2006,37,,south,
Chelonia mydas,22/11/2006,22,11,2006,49,,south,
Chelonia mydas,22/11/2006,22,11,2006,40.5,,south,
Chelonia mydas,22/11/2006,22,11,2006,38,,south,
Chelonia mydas,22/11/2006,22,11,2006,48,,south,
Chelonia mydas,22/11/2006,22,11,2006,35,,south,
Caretta caretta,22/11/2006,22,11,2006,96,foto,south,
Caretta caretta,22/11/2006,22,11,2006,59,,south,
Caretta caretta,22/11/2006,22,11,2006,61,,south,
Caretta caretta,22/11/2006,22,11,2006,70,,south,
Caretta caretta,22/11/2006,22,11,2006,67,,south,
Caretta caretta,22/11/2006,22,11,2006,61,,south,
Caretta caretta,22/11/2006,22,11,2006,62,,south,
Caretta caretta,22/11/2006,22,11,2006,64,,south,
Chelonia mydas,14/12/2006,14,12,2006,35,,south,
Caretta caretta,14/12/2006,14,12,2006,65,,south,
Chelonia mydas,14/12/2006,14,12,2006,74,,south,
Caretta caretta,14/12/2006,14,12,2006,74,,south,
Chelonia mydas,14/12/2006,14,12,2006,36,,south,
