spp,date,day,month,year,ccl,obs,area,geraci
Caretta caretta,24/4/2017,24,4,2017,,,south,
Caretta caretta,24/4/2017,24,4,2017,80.5,,south,
Caretta caretta,24/4/2017,24,4,2017,65,Poss’vel h’brida com oliva - fotos,south,
Caretta caretta,24/4/2017,24,4,2017,,,south,
Caretta caretta,24/4/2017,24,4,2017,74,,south,
Caretta caretta,24/4/2017,24,4,2017,74,,south,
Caretta caretta,24/4/2017,24,4,2017,84,,south,
Chelonia mydas,24/4/2017,24,4,2017,34,,south,
Caretta caretta,24/4/2017,24,4,2017,78,,south,
Caretta caretta,24/4/2017,24,4,2017,,,south,
Caretta caretta,24/4/2017,24,4,2017,,,south,
Caretta caretta,24/4/2017,24,4,2017,67,,south,
Caretta caretta,24/4/2017,24,4,2017,93,,south,
Chelonia mydas,24/4/2017,24,4,2017,46,,south,
Caretta caretta,24/4/2017,24,4,2017,61,sem nadadeira anterior direita,south,
Caretta caretta,24/4/2017,24,4,2017,,,south,
Caretta caretta,24/4/2017,24,4,2017,74.5,,south,
Caretta caretta,8/5/17,8,5,2017,79,,south,
Caretta caretta,8/5/17,8,5,2017,76,,south,
Caretta caretta,22/5/2017,22,5,2017,68,,south,
Caretta caretta,22/5/2017,22,5,2017,74.5,,south,
Chelonia mydas,22/5/2017,22,5,2017,47.5,"Viva, encaminhada para o CRAM. Com FIBROPAPILOMA, que foi visto no CRAM.",south,
Caretta caretta,22/5/2017,22,5,2017,58.5,,south,
Caretta caretta,22/5/2017,22,5,2017,63.5,,south,
Chelonia mydas,22/5/2017,22,5,2017,40,,south,
Chelonia mydas,22/5/2017,22,5,2017,33,,south,
Chelonia mydas,22/5/2017,22,5,2017,,,south,
Chelonia mydas,22/5/2017,22,5,2017,33,,south,
Caretta caretta,22/5/2017,22,5,2017,68,,south,
Chelonia mydas,22/5/2017,22,5,2017,32,"Viva, encaminhada para o CRAM, sem nadadeira anterior direita, bem cicatrizada. Tava bem gordinha!",south,
Caretta caretta,12/6/17,12,6,2017,67,,south,
Chelonia mydas,12/6/17,12,6,2017,38,,south,
Chelonia mydas,12/6/17,12,6,2017,53,"com casco quebrado, parace colis‹o com _lice - fotos",south,
Caretta caretta,12/6/17,12,6,2017,86,,south,
Chelonia mydas,12/6/17,12,6,2017,43,,south,
Caretta caretta,12/6/17,12,6,2017,60,Cheia de epibiontes e muito magra - fotos,south,
Chelonia mydas,12/6/17,12,6,2017,43,,south,
Caretta caretta,12/6/17,12,6,2017,,,south,
Chelonia mydas,12/6/17,12,6,2017,,,south,
Caretta caretta,12/6/17,12,6,2017,85,,south,
Caretta caretta,12/6/17,12,6,2017,76,,south,
Caretta caretta,12/6/17,12,6,2017,74,,south,
Caretta caretta,12/6/17,12,6,2017,64,,south,
Caretta caretta,12/6/17,12,6,2017,76,,south,
Caretta caretta,24/6/2017,24,6,2017,66.5,,south,
Caretta caretta,24/6/2017,24,6,2017,78,,south,
Caretta caretta,24/6/2017,24,6,2017,74,,south,
Caretta caretta,24/6/2017,24,6,2017,61,,south,
Caretta caretta,24/6/2017,24,6,2017,73,,south,
Chelonia mydas,24/6/2017,24,6,2017,34,,south,
Caretta caretta,24/6/2017,24,6,2017,,,south,
Chelonia mydas,14/7/2017,14,7,2017,41,,south,
Chelonia mydas,14/7/2017,14,7,2017,35,"Viva, encaminhada para o CRAM. Fotos",south,
Chelonia mydas,20/7/2017,20,7,2017,36.5,,south,
Caretta caretta,20/7/2017,20,7,2017,56,Fotos,south,
Chelonia mydas,20/7/2017,20,7,2017,37,,south,
Chelonia mydas,20/7/2017,20,7,2017,29,,south,
Chelonia mydas,20/7/2017,20,7,2017,42,,south,
Chelonia mydas,20/7/2017,20,7,2017,41,,south,
Chelonia mydas,20/7/2017,20,7,2017,36.5,,south,
Caretta caretta,17/8/2017,17,8,2017,66,,south,
Chelonia mydas,17/8/2017,17,8,2017,,,south,
Caretta caretta,18/8/2017,18,8,2017,80,,south,
Chelonia mydas,18/8/2017,18,8,2017,40.5,,south,
Chelonia mydas,18/8/2017,18,8,2017,33,,south,
Chelonia mydas,18/8/2017,18,8,2017,37,,south,
Caretta caretta,18/8/2017,18,8,2017,,,south,
Chelonia mydas,18/8/2017,18,8,2017,37,,south,
Caretta caretta,18/8/2017,18,8,2017,71,,south,
Chelonia mydas,18/8/2017,18,8,2017,36,,south,
Chelonia mydas,9/9/17,9,9,2017,32,,south,
Chelonia mydas,9/9/17,9,9,2017,45,,south,
Caretta caretta,9/9/17,9,9,2017,63,,south,
Chelonia mydas,9/9/17,9,9,2017,46,,south,
Caretta caretta,12/9/17,12,9,2017,77,,south,
Caretta caretta,12/9/17,12,9,2017,76,,south,
Caretta caretta,12/9/17,12,9,2017,87,,south,
Chelonia mydas,12/9/17,12,9,2017,35,,south,
Chelonia mydas,12/9/17,12,9,2017,38,,south,
Caretta caretta,12/9/17,12,9,2017,70,,south,
Chelonia mydas,12/9/17,12,9,2017,33,,south,
Chelonia mydas,12/9/17,12,9,2017,32,Viva - encaminhada para o CRAM.,south,
Chelonia mydas,12/9/17,12,9,2017,35.5,Viva- encaminhada para o CRAM.,south,
Chelonia mydas,12/9/17,12,9,2017,43.5,,south,
Chelonia mydas,12/9/17,12,9,2017,33,Viva- encaminhada para o CRAM.,south,
Chelonia mydas,12/9/17,12,9,2017,36,,south,
Chelonia mydas,12/9/17,12,9,2017,32,,south,
Caretta caretta,12/9/17,12,9,2017,72,,south,
Caretta caretta,17/10/2017,17,10,2017,77,,south,
Caretta caretta,17/10/2017,17,10,2017,78,,south,
Caretta caretta,17/10/2017,17,10,2017,74.5,,south,
Caretta caretta,17/10/2017,17,10,2017,66,,south,
Caretta caretta,17/10/2017,17,10,2017,81,,south,
Caretta caretta,17/10/2017,17,10,2017,63.5,,south,
Caretta caretta,17/10/2017,17,10,2017,73,,south,
Caretta caretta,17/10/2017,17,10,2017,101,Possivel fêmea,south,
Caretta caretta,17/10/2017,17,10,2017,97,Possivel fêmea,south,
Caretta caretta,17/10/2017,17,10,2017,85,,south,
Caretta caretta,17/10/2017,17,10,2017,84,Fotos,south,
Caretta caretta,17/10/2017,17,10,2017,85,,south,
Caretta caretta,17/10/2017,17,10,2017,82,,south,
Chelonia mydas,17/10/2017,17,10,2017,32,,south,
Caretta caretta,17/10/2017,17,10,2017,85,,south,
Caretta caretta,17/10/2017,17,10,2017,75,,south,
Caretta caretta,17/10/2017,17,10,2017,95,,south,
Caretta caretta,17/10/2017,17,10,2017,81,,south,
Caretta caretta,17/10/2017,17,10,2017,85,,south,
Caretta caretta,17/10/2017,17,10,2017,93,,south,
Chelonia mydas,17/10/2017,17,10,2017,40.5,,south,
Caretta caretta,17/10/2017,17,10,2017,68,,south,
Caretta caretta,17/10/2017,17,10,2017,61,,south,
Caretta caretta,17/10/2017,17,10,2017,82,,south,
Caretta caretta,17/10/2017,17,10,2017,71,,south,
Caretta caretta,17/10/2017,17,10,2017,74,,south,
Caretta caretta,17/10/2017,17,10,2017,86,,south,
Caretta caretta,17/10/2017,17,10,2017,70,,south,
Caretta caretta,20/10/2017,20,10,2017,79,,south,
Caretta caretta,20/10/2017,20,10,2017,63,,south,
Caretta caretta,20/10/2017,20,10,2017,85,,south,
Caretta caretta,20/10/2017,20,10,2017,73,,south,
Chelonia mydas,20/10/2017,20,10,2017,34,,south,
Chelonia mydas,20/10/2017,20,10,2017,31,Tamanho aproximado,south,
Chelonia mydas,20/10/2017,20,10,2017,34,Com craca no casco 80%,south,
Caretta caretta,20/10/2017,20,10,2017,102,,south,
Caretta caretta,20/10/2017,20,10,2017,79,,south,
Caretta caretta,20/10/2017,20,10,2017,82,,south,
Caretta caretta,20/10/2017,20,10,2017,83,,south,
Caretta caretta,20/10/2017,20,10,2017,68,,south,
Caretta caretta,20/10/2017,20,10,2017,80,Com m‡ formaç‹o no casco - fotos,south,
Chelonia mydas,26/10/2017,26,10,2017,36,,south,
Caretta caretta,26/10/2017,26,10,2017,,,south,
Caretta caretta,26/10/2017,26,10,2017,68,,south,
Caretta caretta,26/10/2017,26,10,2017,59,,south,
Caretta caretta,26/10/2017,26,10,2017,78,,south,
Caretta caretta,26/10/2017,26,10,2017,73.5,,south,
Caretta caretta,26/10/2017,26,10,2017,75,,south,
Caretta caretta,26/10/2017,26,10,2017,70,,south,
Caretta caretta,26/10/2017,26,10,2017,,,south,
Caretta caretta,26/10/2017,26,10,2017,73,,south,
Caretta caretta,26/10/2017,26,10,2017,,,south,
Caretta caretta,26/10/2017,26,10,2017,83,,south,
Caretta caretta,26/10/2017,26,10,2017,81,,south,
Caretta caretta,26/10/2017,26,10,2017,65,,south,
Caretta caretta,26/10/2017,26,10,2017,79,,south,
Caretta caretta,26/10/2017,26,10,2017,65,,south,
Caretta caretta,26/10/2017,26,10,2017,80,Com m‡ formaç‹o do casco.,south,
Caretta caretta,26/10/2017,26,10,2017,76,,south,
Caretta caretta,26/10/2017,26,10,2017,71,,south,
Caretta caretta,26/10/2017,26,10,2017,90.5,,south,
Caretta caretta,26/10/2017,26,10,2017,65,,south,
Chelonia mydas,14/11/2017,14,11,2017,39,,south,
Caretta caretta,14/11/2017,14,11,2017,80,,south,
Caretta caretta,14/11/2017,14,11,2017,80,,south,
Caretta caretta,14/11/2017,14,11,2017,76,,south,
Caretta caretta,14/11/2017,14,11,2017,74,,south,
Chelonia mydas,14/11/2017,14,11,2017,34,2 pele paradna,south,
Chelonia mydas,14/11/2017,14,11,2017,35,2 pele para dna,south,
Chelonia mydas,14/11/2017,14,11,2017,58,2 pele para dna,south,
Chelonia mydas,14/11/2017,14,11,2017,35,,south,
Caretta caretta,14/11/2017,14,11,2017,68,,south,
Caretta caretta,14/11/2017,14,11,2017,70,,south,
Chelonia mydas,14/11/2017,14,11,2017,32,,south,
Chelonia mydas,14/11/2017,14,11,2017,42,"viva encaminhada para o cram, estava virada.",south,
Chelonia mydas,14/11/2017,14,11,2017,38,"Viva encaminhada para o cram, com o casco coberto 100% de algas verdes.",south,
Caretta caretta,14/11/2017,14,11,2017,99,,south,
Caretta caretta,14/11/2017,14,11,2017,78,,south,
Chelonia mydas,14/11/2017,14,11,2017,39,,south,
Chelonia mydas,14/11/2017,14,11,2017,34,"Encontrada viva, morreu no caminho.",south,
Caretta caretta,14/11/2017,14,11,2017,86,,south,
Caretta caretta,14/11/2017,14,11,2017,72,,south,
Chelonia mydas,27/11/2017,27,11,2017,32,,south,
Chelonia mydas,27/11/2017,27,11,2017,39,,south,
Chelonia mydas,27/11/2017,27,11,2017,33,,south,
Caretta caretta,27/11/2017,27,11,2017,69,,south,
Caretta caretta,27/11/2017,27,11,2017,91,,south,
Caretta caretta,27/11/2017,27,11,2017,72,,south,
Caretta caretta,27/11/2017,27,11,2017,75,,south,
Chelonia mydas,27/11/2017,27,11,2017,34,,south,
Chelonia mydas,27/11/2017,27,11,2017,33,na agua,south,
Chelonia mydas,27/11/2017,27,11,2017,29.5,,south,
Caretta caretta,27/11/2017,27,11,2017,66,,south,
Chelonia mydas,27/11/2017,27,11,2017,39,,south,
Chelonia mydas,27/11/2017,27,11,2017,34,,south,
Chelonia mydas,27/11/2017,27,11,2017,34,,south,
Caretta caretta,27/11/2017,27,11,2017,84,,south,
Caretta caretta,27/11/2017,27,11,2017,80,,south,
Caretta caretta,27/11/2017,27,11,2017,,,south,
Caretta caretta,27/11/2017,27,11,2017,73,,south,
Caretta caretta,27/11/2017,27,11,2017,69,,south,
Caretta caretta,27/11/2017,27,11,2017,74,,south,
Chelonia mydas,27/11/2017,27,11,2017,34,,south,
Chelonia mydas,27/11/2017,27,11,2017,34,,south,
Chelonia mydas,27/11/2017,27,11,2017,49,,south,
Caretta caretta,27/11/2017,27,11,2017,66.5,,south,
Caretta caretta,27/11/2017,27,11,2017,87,,south,
Caretta caretta,27/11/2017,27,11,2017,89,,south,
Caretta caretta,27/11/2017,27,11,2017,,na agua,south,
Chelonia mydas,27/11/2017,27,11,2017,37,,south,
Caretta caretta,27/11/2017,27,11,2017,72,,south,
Caretta caretta,27/11/2017,27,11,2017,74,,south,
Caretta caretta,27/11/2017,27,11,2017,72,,south,
Caretta caretta,27/11/2017,27,11,2017,93,,south,
Caretta caretta,27/11/2017,27,11,2017,73,,south,
Caretta caretta,27/11/2017,27,11,2017,88,,south,
Caretta caretta,27/11/2017,27,11,2017,102,,south,
Caretta caretta,27/11/2017,27,11,2017,78,,south,
Chelonia mydas,27/11/2017,27,11,2017,35,,south,
Caretta caretta,27/11/2017,27,11,2017,65,,south,
Caretta caretta,27/11/2017,27,11,2017,63,,south,
Caretta caretta,27/11/2017,27,11,2017,58,,south,
Caretta caretta,27/11/2017,27,11,2017,86,,south,
Chelonia mydas,27/11/2017,27,11,2017,34,,south,
Chelonia mydas,27/11/2017,27,11,2017,28,,south,
Caretta caretta,27/11/2017,27,11,2017,66.5,,south,
Chelonia mydas,27/11/2017,27,11,2017,31,,south,
Caretta caretta,27/11/2017,27,11,2017,59.5,,south,
Chelonia mydas,27/11/2017,27,11,2017,39,,south,
Chelonia mydas,27/11/2017,27,11,2017,39,,south,
Caretta caretta,27/11/2017,27,11,2017,69,,south,
Caretta caretta,27/11/2017,27,11,2017,85.5,,south,
Caretta caretta,27/11/2017,27,11,2017,72,,south,
Caretta caretta,27/11/2017,27,11,2017,88,na agua,south,
Caretta caretta,27/11/2017,27,11,2017,87,,south,
Chelonia mydas,27/11/2017,27,11,2017,39,,south,
Caretta caretta,27/11/2017,27,11,2017,93,,south,
Caretta caretta,27/11/2017,27,11,2017,84,,south,
Caretta caretta,27/11/2017,27,11,2017,79,,south,
Chelonia mydas,27/11/2017,27,11,2017,37.5,,south,
Chelonia mydas,27/11/2017,27,11,2017,48,,south,
Caretta caretta,27/11/2017,27,11,2017,,,south,
Caretta caretta,27/11/2017,27,11,2017,90,,south,
Chelonia mydas,27/11/2017,27,11,2017,34,,south,
Chelonia mydas,27/11/2017,27,11,2017,35,,south,
Caretta caretta,27/11/2017,27,11,2017,66,,south,
Chelonia mydas,27/11/2017,27,11,2017,36,,south,
Chelonia mydas,27/11/2017,27,11,2017,33,,south,
Chelonia mydas,27/11/2017,27,11,2017,42,,south,
Chelonia mydas,27/11/2017,27,11,2017,35,,south,
Chelonia mydas,27/11/2017,27,11,2017,37,,south,
Chelonia mydas,27/11/2017,27,11,2017,30,,south,
Chelonia mydas,27/11/2017,27,11,2017,34,,south,
Chelonia mydas,27/11/2017,27,11,2017,36,,south,
Chelonia mydas,27/11/2017,27,11,2017,34,,south,
Chelonia mydas,27/11/2017,27,11,2017,34,,south,
Caretta caretta,27/11/2017,27,11,2017,72.5,,south,
Chelonia mydas,27/11/2017,27,11,2017,36,,south,
Caretta caretta,27/11/2017,27,11,2017,79,,south,
Chelonia mydas,27/11/2017,27,11,2017,32,,south,
Caretta caretta,27/11/2017,27,11,2017,,,south,
Caretta caretta,27/11/2017,27,11,2017,87,,south,
Chelonia mydas,27/11/2017,27,11,2017,30,,south,
Caretta caretta,27/11/2017,27,11,2017,88,,south,
Caretta caretta,27/11/2017,27,11,2017,70,,south,
Chelonia mydas,27/11/2017,27,11,2017,33,,south,
Caretta caretta,27/11/2017,27,11,2017,68,,south,
Caretta caretta,27/11/2017,27,11,2017,75,,south,
Caretta caretta,27/11/2017,27,11,2017,78,,south,
Chelonia mydas,27/11/2017,27,11,2017,33,,south,
Chelonia mydas,27/11/2017,27,11,2017,40,,south,
Chelonia mydas,27/11/2017,27,11,2017,35,,south,
Caretta caretta,27/11/2017,27,11,2017,72,muito inchada,south,
Caretta caretta,27/11/2017,27,11,2017,77,,south,
Caretta caretta,6/12/17,6,12,2017,91,,south,
Caretta caretta,6/12/17,6,12,2017,73,,south,
Chelonia mydas,6/12/17,6,12,2017,40,,south,
Chelonia mydas,6/12/17,6,12,2017,34,,south,
Caretta caretta,6/12/17,6,12,2017,85,,south,
Caretta caretta,6/12/17,6,12,2017,51,,south,
Caretta caretta,6/12/17,6,12,2017,64,,south,
Chelonia mydas,6/12/17,6,12,2017,62,,south,
Caretta caretta,6/12/17,6,12,2017,72,,south,
Chelonia mydas,6/12/17,6,12,2017,34,,south,
Caretta caretta,6/12/17,6,12,2017,79,,south,
Caretta caretta,6/12/17,6,12,2017,90,,south,
Caretta caretta,6/12/17,6,12,2017,67,,south,
Chelonia mydas,6/12/17,6,12,2017,35,,south,
Caretta caretta,6/12/17,6,12,2017,84,,south,
Chelonia mydas,6/12/17,6,12,2017,33,,south,
Caretta caretta,6/12/17,6,12,2017,88,,south,
Caretta caretta,6/12/17,6,12,2017,86,,south,
Chelonia mydas,6/12/17,6,12,2017,36,,south,
Chelonia mydas,6/12/17,6,12,2017,35,,south,
Caretta caretta,6/12/17,6,12,2017,78,,south,
Caretta caretta,6/12/17,6,12,2017,104,Possivel femea,south,
Caretta caretta,6/12/17,6,12,2017,82,,south,
Caretta caretta,6/12/17,6,12,2017,87,"casco quebrado, tamanho aproximado.",south,
Caretta caretta,6/12/17,6,12,2017,,,south,
Chelonia mydas,6/12/17,6,12,2017,60.5,"Fotos, com o casco cheio de algas.",south,
Caretta caretta,6/12/17,6,12,2017,78,com casco com algas e cracas,south,
Caretta caretta,6/12/17,6,12,2017,84,,south,
Caretta caretta,6/12/17,6,12,2017,76,,south,
Caretta caretta,6/12/17,6,12,2017,60,possivel macho,south,
Caretta caretta,6/12/17,6,12,2017,80,,south,
Caretta caretta,6/12/17,6,12,2017,70,,south,
Caretta caretta,6/12/17,6,12,2017,83,,south,
Caretta caretta,6/12/17,6,12,2017,80,,south,
Caretta caretta,6/12/17,6,12,2017,64,,south,
Chelonia mydas,6/12/17,6,12,2017,44,Viva encaminhada para o CRAM.,south,
Caretta caretta,6/12/17,6,12,2017,70,,south,
Caretta caretta,6/12/17,6,12,2017,79,,south,
Caretta caretta,6/12/17,6,12,2017,83,,south,
Chelonia mydas,6/12/17,6,12,2017,39.5,,south,
Chelonia mydas,6/12/17,6,12,2017,40,,south,
Chelonia mydas,6/12/17,6,12,2017,46,,south,
Caretta caretta,6/12/17,6,12,2017,66,,south,
Caretta caretta,6/12/17,6,12,2017,74,,south,
Caretta caretta,6/12/17,6,12,2017,68,,south,
Caretta caretta,6/12/17,6,12,2017,64,,south,
Caretta caretta,6/12/17,6,12,2017,62,,south,
Chelonia mydas,6/12/17,6,12,2017,31.5,,south,
Caretta caretta,6/12/17,6,12,2017,45,,south,
Caretta caretta,6/12/17,6,12,2017,77,,south,
Caretta caretta,6/12/17,6,12,2017,69,,south,
Caretta caretta,6/12/17,6,12,2017,79,,south,
Chelonia mydas,6/12/17,6,12,2017,33,,south,
Chelonia mydas,6/12/17,6,12,2017,41.5,,south,
Chelonia mydas,6/12/17,6,12,2017,33,,south,
Caretta caretta,6/12/17,6,12,2017,67,,south,
Caretta caretta,6/12/17,6,12,2017,92,,south,
Caretta caretta,6/12/17,6,12,2017,81,,south,
Chelonia mydas,6/12/17,6,12,2017,42.5,,south,
Chelonia mydas,6/12/17,6,12,2017,35,,south,
Chelonia mydas,6/12/17,6,12,2017,31,,south,
Caretta caretta,6/12/17,6,12,2017,,,south,
Caretta caretta,6/12/17,6,12,2017,87,,south,
Caretta caretta,6/12/17,6,12,2017,58,,south,
Chelonia mydas,6/12/17,6,12,2017,35,,south,
Chelonia mydas,6/12/17,6,12,2017,34,,south,
Caretta caretta,6/12/17,6,12,2017,83,,south,
Caretta caretta,6/12/17,6,12,2017,88.5,,south,
Chelonia mydas,6/12/17,6,12,2017,40,,south,
Chelonia mydas,6/12/17,6,12,2017,37,,south,
Chelonia mydas,6/12/17,6,12,2017,35,,south,
Caretta caretta,6/12/17,6,12,2017,70,,south,
Caretta caretta,6/12/17,6,12,2017,85,,south,
Caretta caretta,6/12/17,6,12,2017,62,,south,
Chelonia mydas,6/12/17,6,12,2017,33,,south,
Caretta caretta,6/12/17,6,12,2017,81,,south,
Caretta caretta,6/12/17,6,12,2017,71,,south,
Chelonia mydas,6/12/17,6,12,2017,32,,south,
Caretta caretta,14/12/2017,14,12,2017,69,,south,
Chelonia mydas,14/12/2017,14,12,2017,38,,south,
Caretta caretta,14/12/2017,14,12,2017,78,,south,
Caretta caretta,14/12/2017,14,12,2017,87,,south,
Caretta caretta,14/12/2017,14,12,2017,72,,south,
Caretta caretta,14/12/2017,14,12,2017,70,,south,
Chelonia mydas,14/12/2017,14,12,2017,36,,south,
Caretta caretta,14/12/2017,14,12,2017,79,,south,
Chelonia mydas,14/12/2017,14,12,2017,34,,south,
Caretta caretta,14/12/2017,14,12,2017,66,,south,
Chelonia mydas,14/12/2017,14,12,2017,35,,south,
Caretta caretta,14/12/2017,14,12,2017,72,,south,
Caretta caretta,14/12/2017,14,12,2017,81,,south,
Chelonia mydas,14/12/2017,14,12,2017,38,,south,
Chelonia mydas,14/12/2017,14,12,2017,34,,south,
Chelonia mydas,14/12/2017,14,12,2017,32,,south,
Caretta caretta,14/12/2017,14,12,2017,35,,south,
Caretta caretta,14/12/2017,14,12,2017,36,,south,
Caretta caretta,14/12/2017,14,12,2017,71,,south,
Chelonia mydas,14/12/2017,14,12,2017,34,,south,
Chelonia mydas,14/12/2017,14,12,2017,33,,south,
Caretta caretta,14/12/2017,14,12,2017,63,,south,
Caretta caretta,14/12/2017,14,12,2017,75,,south,
Caretta caretta,14/12/2017,14,12,2017,69,,south,
Chelonia mydas,14/12/2017,14,12,2017,37,,south,
Caretta caretta,14/12/2017,14,12,2017,70,,south,
Caretta caretta,14/12/2017,14,12,2017,83,,south,
Caretta caretta,14/12/2017,14,12,2017,81,,south,
Chelonia mydas,14/12/2017,14,12,2017,29,,south,
Caretta caretta,14/12/2017,14,12,2017,88,,south,
Chelonia mydas,14/12/2017,14,12,2017,36,,south,
Chelonia mydas,14/12/2017,14,12,2017,36,,south,
Chelonia mydas,14/12/2017,14,12,2017,54.5,,south,
Caretta caretta,14/12/2017,14,12,2017,71,,south,
Caretta caretta,14/12/2017,14,12,2017,61,,south,
Chelonia mydas,14/12/2017,14,12,2017,,,south,
Caretta caretta,14/12/2017,14,12,2017,103,Macho,south,
Caretta caretta,14/12/2017,14,12,2017,73,,south,
Caretta caretta,14/12/2017,14,12,2017,75,,south,
Caretta caretta,14/12/2017,14,12,2017,78,,south,
Caretta caretta,14/12/2017,14,12,2017,79,,south,
Caretta caretta,14/12/2017,14,12,2017,62,,south,
Chelonia mydas,14/12/2017,14,12,2017,37,,south,
Caretta caretta,14/12/2017,14,12,2017,88,,south,
Chelonia mydas,14/12/2017,14,12,2017,41,,south,
Chelonia mydas,14/12/2017,14,12,2017,36,,south,
Chelonia mydas,14/12/2017,14,12,2017,42,,south,
Chelonia mydas,14/12/2017,14,12,2017,46,,south,
Chelonia mydas,14/12/2017,14,12,2017,37,Fotos,south,
Chelonia mydas,14/12/2017,14,12,2017,36,,south,
Caretta caretta,14/12/2017,14,12,2017,96,,south,
Chelonia mydas,14/12/2017,14,12,2017,34,,south,
Chelonia mydas,14/12/2017,14,12,2017,39,,south,
Chelonia mydas,14/12/2017,14,12,2017,33,,south,
Chelonia mydas,14/12/2017,14,12,2017,33,,south,
Chelonia mydas,14/12/2017,14,12,2017,43,,south,
Chelonia mydas,14/12/2017,14,12,2017,36,,south,
Chelonia mydas,14/12/2017,14,12,2017,32,,south,
Chelonia mydas,14/12/2017,14,12,2017,35,,south,
Chelonia mydas,14/12/2017,14,12,2017,32,,south,
Caretta caretta,14/12/2017,14,12,2017,85,,south,
Caretta caretta,14/12/2017,14,12,2017,77.5,,south,
Caretta caretta,14/12/2017,14,12,2017,72,,south,
Chelonia mydas,14/12/2017,14,12,2017,32,,south,
Chelonia mydas,14/12/2017,14,12,2017,34,,south,
Chelonia mydas,14/12/2017,14,12,2017,34,,south,
Caretta caretta,14/12/2017,14,12,2017,69,,south,
Chelonia mydas,14/12/2017,14,12,2017,39,,south,
Chelonia mydas,14/12/2017,14,12,2017,39,,south,
Chelonia mydas,14/12/2017,14,12,2017,33,,south,
Caretta caretta,14/12/2017,14,12,2017,81,,south,
Chelonia mydas,14/12/2017,14,12,2017,37,,south,
Caretta caretta,14/12/2017,14,12,2017,97,,south,
Chelonia mydas,14/12/2017,14,12,2017,48,com muita craca,south,
Chelonia mydas,14/12/2017,14,12,2017,36,,south,
Chelonia mydas,14/12/2017,14,12,2017,40,,south,
Chelonia mydas,14/12/2017,14,12,2017,39.5,,south,
Chelonia mydas,14/12/2017,14,12,2017,33,,south,
Chelonia mydas,14/12/2017,14,12,2017,43,,south,
Chelonia mydas,14/12/2017,14,12,2017,36,,south,
Chelonia mydas,14/12/2017,14,12,2017,41,,south,
Chelonia mydas,14/12/2017,14,12,2017,34,,south,
Chelonia mydas,14/12/2017,14,12,2017,34,,south,
Caretta caretta,14/12/2017,14,12,2017,62,,south,
Chelonia mydas,14/12/2017,14,12,2017,31,,south,
Caretta caretta,14/12/2017,14,12,2017,84,,south,
Chelonia mydas,14/12/2017,14,12,2017,40,,south,
Chelonia mydas,14/12/2017,14,12,2017,29,,south,
Caretta caretta,14/12/2017,14,12,2017,65,,south,
Caretta caretta,14/12/2017,14,12,2017,111,"Macho, fotos.",south,
Chelonia mydas,14/12/2017,14,12,2017,34,,south,
Caretta caretta,14/12/2017,14,12,2017,70,,south,
Chelonia mydas,14/12/2017,14,12,2017,31,,south,
Chelonia mydas,14/12/2017,14,12,2017,36,,south,
Chelonia mydas,14/12/2017,14,12,2017,39,,south,
Chelonia mydas,14/12/2017,14,12,2017,41,,south,
Chelonia mydas,14/12/2017,14,12,2017,42,,south,
Caretta caretta,14/12/2017,14,12,2017,77,,south,
Caretta caretta,14/12/2017,14,12,2017,85,,south,
Caretta caretta,14/12/2017,14,12,2017,65,,south,
Chelonia mydas,14/12/2017,14,12,2017,40,,south,
Chelonia mydas,14/12/2017,14,12,2017,36,,south,
Caretta caretta,14/12/2017,14,12,2017,64,,south,
Chelonia mydas,14/12/2017,14,12,2017,31.5,,south,
Caretta caretta,14/12/2017,14,12,2017,72,,south,
Chelonia mydas,14/12/2017,14,12,2017,48,,south,
Chelonia mydas,14/12/2017,14,12,2017,34,,south,
Caretta caretta,14/12/2017,14,12,2017,80,,south,
Chelonia mydas,14/12/2017,14,12,2017,38,,south,
Caretta caretta,14/12/2017,14,12,2017,74,,south,
Chelonia mydas,14/12/2017,14,12,2017,38,,south,
Chelonia mydas,14/12/2017,14,12,2017,54,,south,
Chelonia mydas,14/12/2017,14,12,2017,35.5,,south,
Chelonia mydas,14/12/2017,14,12,2017,34,,south,
Chelonia mydas,14/12/2017,14,12,2017,34,,south,
Caretta caretta,14/12/2017,14,12,2017,87,,south,
Chelonia mydas,14/12/2017,14,12,2017,31,,south,
Caretta caretta,4/1/18,4,1,2018,64,,south,
Caretta caretta,4/1/18,4,1,2018,88,,south,
Chelonia mydas,4/1/18,4,1,2018,34,,south,
Caretta caretta,4/1/18,4,1,2018,66,,south,
Caretta caretta,4/1/18,4,1,2018,81,,south,
Caretta caretta,4/1/18,4,1,2018,,,south,
Caretta caretta,4/1/18,4,1,2018,,,south,
Chelonia mydas,4/1/18,4,1,2018,40,,south,
Caretta caretta,4/1/18,4,1,2018,102,Macho,south,
Caretta caretta,4/1/18,4,1,2018,65,,south,
Caretta caretta,4/1/18,4,1,2018,89,,south,
Caretta caretta,4/1/18,4,1,2018,60,,south,
Caretta caretta,4/1/18,4,1,2018,66,,south,
Caretta caretta,4/1/18,4,1,2018,85,,south,
Caretta caretta,4/1/18,4,1,2018,69,,south,
Caretta caretta,4/1/18,4,1,2018,71,,south,
Caretta caretta,4/1/18,4,1,2018,74,,south,
Caretta caretta,4/1/18,4,1,2018,81,,south,
Caretta caretta,4/1/18,4,1,2018,64,,south,
Caretta caretta,4/1/18,4,1,2018,,,south,
